Nombre;Nombre Largo;CAEDED;Descripcion
SOCIEDA ACCIDENTAL IST BOLSER;SOCIEDA ACCIDENTAL IST BOLSER;11200;ACT. DE SERV RELACIONADAS PETRÓLEO Y GAS
ESTACION DE SERVICIO COSTANERA S.R.L.;ESTACION DE SERVICIO COSTANERA S.R.L.;50501;VTA X MENOR COMBUSTIBLE PARA AUTOMOTORES
ACDI VOCA;ACDI VOCA;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
DEUTSCHE MONTAN RECHNOLOGIE GMBH;DEUTSCHE MONTAN RECHNOLOGIE GMBH;74212;SERV DE INGENIERÍA
BLOMINFO A S;BLOMINFO A S;74212;SERV DE INGENIERÍA
UNIVERSIDAD PRIVADA DE ORURO;UNIVERSIDAD PRIVADA DE ORURO;80302;EDUCACION SUPERIOR UNIVERSITARIA
TABACOS BOLIVIA SA;TABACOS BOLIVIA SA;51227;VTA X MAYOR BEBIDAS, CIGARRILLOS Y  TABA
C Y C MULTIACTIVA S.R.L;C Y C MULTIACTIVA S.R.L;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
STEWARD GEOSPATIAL SOLUTIONS INC;STEWARD GEOSPATIAL SOLUTIONS INC;74212;SERV DE INGENIERÍA
DISTRIBUIDORA INTERNACIONAL DEL ESTE SR;DISTRIBUIDORA INTERNACIONAL DEL ESTE SRL;52207;VTA X MENOR BEBIDAS, CIGARRILLOS Y  TABA
WORLD MARKET CHILE LTDA.;WORLD MARKET CHILE LTDA.;51227;VTA X MAYOR BEBIDAS, CIGARRILLOS Y  TABA
PENSPEN LIMITED;PENSPEN LIMITED;74219;OTROS SERV DE ACT. TÉCNICAS
ASISTENCIA MEDICA INTEGRADA SRL;ASISTENCIA MEDICA INTEGRADA SRL;85121;SERVICIO DE ATENCION MEDICA EN CLINICAS
ALTIFIBERS S.A.;ALTIFIBERS S.A.;17290;FABRICN. DE OTROS PROD. TEXTILES NCP
FERROSUR CASSAL IMP. REP.DE YAMIL CASSAL;FERROSUR CASSAL IMP. REP.DE YAMIL CASSAL;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
ESTACION DE SERVICIOS EL CUPESI SRL;ESTACION DE SERVICIOS EL CUPESI SRL;52397;VTA X MENOR COMBUSTIBLES SÓLIDOS Y LÍQUI
NULO UFJ BANK LIMITED TOKIO;NULO UFJ BANK LIMITED TOKIO;65990;OTRO TIPO SERV INTERMEDIACIÓN FINANCIERA
PIRAMIDE INFORMATIK SRL;PIRAMIDE INFORMATIK SRL;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
ASIST.TEC PARA DESARROLLO PROY. AGRICOL;ASIST.TEC PARA DESARROLLO PROY. AGRICOLA;3009;OTROS SERV FORESTALES
PARANA SANDRINI SRL;PARANA SANDRINI SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
LUBRICANTES VEN BOL SRL;LUBRICANTES VEN BOL SRL;51411;VTA X MAYOR COMBUSTIBLES PARA AUTOS
BBVA PRIVANZA BANK ( SUIZA ) S.A.;BBVA PRIVANZA BANK ( SUIZA ) S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
SOCIEDAD BUSINESS SOLUTIONS S.A.;SOCIEDAD BUSINESS SOLUTIONS S.A.;72200;SERV CONSULTORES INFORMÁTICA Y SUMINISTR
ROSMONT GROUP SRL;ROSMONT GROUP SRL;55209;OTROS SERV DE EXPENDIO DE COMIDAS NCP.
SANTA MONICA COTTON TRADING COMPANY SA;SANTA MONICA COTTON TRADING COMPANY SA;17112;FABRICN. HILADOS E HILOS PARA TEJIDO Y C
CARGOLOG LTDA.;CARGOLOG LTDA.;63010;SERV DE MANIPULACIÓN DE LA CARGA
BRIGHTSTAR PROV DE SOLUC TECNOLOGICAS SA;BRIGHTSTAR PROV DE SOLUC TECNOLOGICAS SA;52363;VTA X MENOR EQUIPOS COMUNICACIONES,SEGUR
CONSULTORA PROFESIONAL DE SERVICIOS LTD;CONSULTORA PROFESIONAL DE SERVICIOS LTDA;74212;SERV DE INGENIERÍA
INGENIERIA CONSULTORIA Y COMUNICACIONES;INGENIERIA CONSULTORIA Y COMUNICACIONES;74990;OTROS SERV EMPRESARIALES NCP
ING BANK NV;ING BANK NV;65191;SERV DE LAS ENTIDADES BANCARIAS
ROSEN EUROPE BV;ROSEN EUROPE BV;60300;SERVICIO DE TRANSPORTE POR TUBERIAS
TELECOM BOLIVIA GROUP S.R.L.;TELECOM BOLIVIA GROUP S.R.L.;74212;SERV DE INGENIERÍA
SISCAR LTDA;SISCAR LTDA;51313;VTA X MAYOR PRENDAS Y ACCESORIOS DE VEST
LINEA INSTITUCIONAL DE DESARROLLO RURAL;LINEA INSTITUCIONAL DE DESARROLLO RURAL;91990;SERV DE OTRAS ASOCIACIONES NCP
DISENOS YUMI;DISENOS YUMI;18101;FABRICN. PRENDAS VESTIR CONFECCIONADAS,
NULO CRUZ ROJA BOLIVIANA 78992;NULO CRUZ ROJA BOLIVIANA 78992;85314;SERV ASISTENCIA SOCIAL A DISCAPACITADOS
BANCO DEL ESTADO DE CHILE;BANCO DEL ESTADO DE CHILE;65191;SERV DE LAS ENTIDADES BANCARIAS
ALMACENES PACIFICO SUR S.A.;ALMACENES PACIFICO SUR S.A.;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
BOLIVIAN OIL SERVICES LTDA;BOLIVIAN OIL SERVICES LTDA;11200;ACT. DE SERV RELACIONADAS PETRÓLEO Y GAS
TRANS SANTA RITA SRL;TRANS SANTA RITA SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
HEILSBERG BOLIVIA LTDA;HEILSBERG BOLIVIA LTDA;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
SALTO S SRL;SALTO S SRL;51334;VTA X MAYOR ARTEFACTOS PARA EL HOGAR, EL
ARTE S CONSTRUCCIONES Y SERVICIOS SRL;ARTE S CONSTRUCCIONES Y SERVICIOS SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
SERVICIOS ELECTRICOS POTOSI S.A.;SERVICIOS ELECTRICOS POTOSI S.A.;40103;TRANSPORTE DE ENERGIA ELECTRICA
THE KOREA DEVELOPMENT BANK;THE KOREA DEVELOPMENT BANK;65191;SERV DE LAS ENTIDADES BANCARIAS
NULO CRED SAFI CFDO.RENTA FIJA FIA;NULO CRED SAFI CFDO.RENTA FIJA FIA;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
CENTRO DE DIAGNOSTICO POR IMAGEN DR. ALB;CENTRO DE DIAGNOSTICO POR IMAGEN DR. ALBERTO DARRAS R S.R.L.;85121;SERVICIO DE ATENCION MEDICA EN CLINICAS
NULO BOLHISPANIA ARAUCARIA;NULO BOLHISPANIA ARAUCARIA;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
NULO BOLHISPANIA EDUCACION;NULO BOLHISPANIA EDUCACION;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
NULO BOLHISPANIA SALUD;NULO BOLHISPANIA SALUD;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
NULO BOLHISPANIA AYUDA ALIMENTARIA;NULO BOLHISPANIA AYUDA ALIMENTARIA;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
NULO BOLHISPANIA JUSTICIA;NULO BOLHISPANIA JUSTICIA;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
TECNOMYL S.A.SUCURSAL BOLIVIA;TECNOMYL S.A. SUCURSAL BOLIVIA;51491;VTA X MAYOR PROD. QUÍMICOS
LG ELECTRONICS PERU S.A.;LG ELECTRONICS PERU S.A.;51339;VTA X MAYOR ART. PARA EL HOGAR NCP
EMPRESA CONSTRUCTORA INCICO LTDA.;EMPRESA CONSTRUCTORA INCICO LTDA.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
MOVIMIENTO SONRISA;MOVIMIENTO SONRISA;85311;SERV SISTENCIA SOCIAL A NIÑOS CON ALOJAM
POLYMAR LTDA.;POLYMAR LTDA.;52323;VTA X MENOR PRENDAS Y ACCESORIOS DE VEST
AGROMAN S.R.L.;AGROMAN S.R.L.;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
CONSULADO GENERAL DE CHILE;CONSULADO GENERAL DE CHILE;75210;RELACIONES EXTERIORES
SIMBIOSIS S.R.L.;SIMBIOSIS S.R.L.;91110;SERV ORG EMPRESARIALES Y DE EMPLEADORES
SIBCOM LTDA.;SIBCOM LTDA.;74212;SERV DE INGENIERÍA
AGENCIA DESPACHANTE DE ADUANA AMERICA;AGENCIA DESPACHANTE DE ADUANA AMERICA;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
CONSTRUCTORA M & M LTDA;CONSTRUCTORA M & M LTDA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP. PRIV. DE VIG. ELECT. UBICAR S.R.L.;EMP. PRIV. DE VIG. ELECT. UBICAR S.R.L.;74922;SERV DE INVESTIGACIÓN Y SEGURIDAD PERSON
COMERCIAL AZ;COMERCIAL AZ;51433;VTA X MAYOR ART. DE FERRETERÍA, FONTANER
BOLHISPANIA INDUSTRIA Y COMERCIO S.A.;BOLHISPANIA INDUSTRIA Y COMERCIO S.A.;51101;VTA X MAYOR INTERMDRS PROD.AGRÍCOLAS Y P
PRO RURAL;PRO RURAL;65920;OTROS SERV DE CRÉDITO
SAFI UNION S.A.;SAFI UNION S.A.;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
EMPRESA CONSTRUCTORA PENARANDA SRL;EMPRESA CONSTRUCTORA PENARANDA SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ALTO LIMA S.R.L.;ALTO LIMA S.R.L.;51411;VTA X MAYOR COMBUSTIBLES PARA AUTOS
NULO PROSIN SIDA SANTA CRUZ;NULO PROSIN SIDA SANTA CRUZ;85323;SERV SOCIALES DE ORIENTACIÓN FAMILIAR
ACH PROYECTO AECI;ACH PROYECTO AECI;85319;OTROS SERV ASIST SOCIAL CON ALOJAMIENTO
FORO BOLIVIANO MEDIO AMBIENTE Y DESARROL;FORO BOLIVIANO MEDIO AMBIENTE Y DESARROL;3009;OTROS SERV FORESTALES
SANTA CRUZ AIRLINES S.A.;SANTA CRUZ AIRLINES S.A.;62101;SERV. TRANSPORTE AÉREO REGULAR DE PASAJE
SERVICIO AUTOMOTRIZ S.O.S.;SERVICIO AUTOMOTRIZ S.O.S.;50209;MANTENIMIENTO Y REPARACION DE VEHICULOS
CENTRO CULTURAL ITALIANO S.R.L.;CENTRO CULTURAL ITALIANO S.R.L.;80210;EDUCACION SECUNDARIA DE FORMACION GENERA
CENTRO DE ORIENT.Y CAPACIT.WIPALA COCAW;CENTRO DE ORIENT.Y CAPACIT.WIPALA COCAWI;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
COORDINADORA DE ORG E INST JUVENILES DE;COORDINADORA DE ORG E INST JUVENILES DE;85312;SERV ASISTENCIA SOCIAL A JÓVENES CON ALO
MILOS INTERNATIONAL S.A.;MILOS INTERNATIONAL S.A.;18101;FABRICN. PRENDAS VESTIR CONFECCIONADAS,
UTOPOS S.R.L.;UTOPOS S.R.L.;92141;CREACIÓN INTERPRETACIÓN ARTÍSTICA Y LITE
NULO S NFANTILES SOS;NULO S NFANTILES SOS;85311;SERV SISTENCIA SOCIAL A NIÑOS CON ALOJAM
ACCION DE SALUD INTEGRAL ASI;ACCION DE SALUD INTEGRAL ASI;74922;SERV DE INVESTIGACIÓN Y SEGURIDAD PERSON
PIERFOX TRADING S.R.L.;PIERFOX TRADING S.R.L.;51504;VTA X MAYOR EQUIPOS CONSTRUCCIÓN E ING C
FUNDACION JUBILEO 2000;FUNDACION JUBILEO 2000;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
ASOC.MJE AYMARAS LECHERAS DE IRPA CHICO;ASOC.MJE AYMARAS LECHERAS DE IRPA CHICO;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
LATINOAMERICA LTDA.AG.DESPACHANTE DE AD;LATINOAMERICA LTDA.AG.DESPACHANTE DE ADU;75110;ADMI. PÚBLICA
INTECPRO;INTECPRO;72900;OTRAS ACT. DE INFORMÁTICA
PACIFIC LNG BOLIVIA SRL;PACIFIC LNG BOLIVIA SRL;11100;EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATUR
CASA ASBUN SRL;CASA ASBUN SRL;52393;VTA X MENOR ART. DE ESPARCIMIENTO Y DEPO
EMPRESA DE PAULISTA AGROINDUSTRIAL SA;EMPRESA DE PAULISTA AGROINDUSTRIAL SA;1401;ACT. DE SERV AGRÍCOLAS
QUINOA FOODS COMPANY S.R.L.;QUINOA FOODS COMPANY S.R.L.;51211;VTA X MAYOR MAT PRIMA AGROPECUARIAS Y DE
INSPIRACIONES CARDS DE VILLAMOR LUCIA TE;INSPIRACIONES CARDS DE VILLAMOR LUCIA TEODOCIO GERMAN;22210;ACT. DE IMPRESIÓN
FARMACO DE TORREJON DE SANCHEZ JENNY PAT;FARMACO DE TORREJON DE SANCHEZ JENNY PATRICIA;52311;VTA X MENOR PROD. FARMACÉUTICOS Y MEDICI
LAAD AMERICAS SA AGENCIA DE REPRESENTAC;LAAD AMERICAS SA AGENCIA DE REPRESENTACI;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
TRANSPORTES KORY JHONSON S.R.L.;TRANSPORTES KORY JHONSON S.R.L.;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
HEWLETT PACKART PERU S.R.L.;HEWLETT PACKART PERU S.R.L.;72500;SERV MANTENIMIENTO MAQ OFICINA,CONTABILI
CREDIT DU NORD;CREDIT DU NORD;65191;SERV DE LAS ENTIDADES BANCARIAS
JUEGOS TECNICOS Y CIENTIFICOS S.A.;JUEGOS TECNICOS Y CIENTIFICOS S.A.;92499;OTROS SERV DE ACT. DE ESPARCIMIENTO NCP
NULO SINFANTILES SOS;NULO SINFANTILES SOS;85311;SERV SISTENCIA SOCIAL A NIÑOS CON ALOJAM
BOLIVIA CHINA IMPORT & EXPORT S.R.L.;BOLIVIA CHINA IMPORT & EXPORT S.R.L.;74990;OTROS SERV EMPRESARIALES NCP
CENTRO EDUCATIVO GOLONDRINAS;CENTRO EDUCATIVO GOLONDRINAS;80220;EDUCACIÓN SECUNDARIA FORMACIÓN TÉCNICA Y
SOLUCION LOGISTICA GLOBAL S.R.L.;SOLUCION LOGISTICA GLOBAL S.R.L.;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
NULO PATRIM.AUT.COBOCE NAFIBO 003;NULO PATRIM.AUT.COBOCE NAFIBO 003;67110;SERV DE ADMI. DE MERCADOS FINANCIEROS
COMPANIA TECNOLOGICA BOLIVIANA SA;COMPANIA TECNOLOGICA BOLIVIANA SA;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
CAIXABANK S.A.;CAIXABANK S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
AUDIOVISUAL MULTIMEDIA SYSTEMS AVMS;AUDIOVISUAL MULTIMEDIA SYSTEMS AVMS;64209;SERV TRANSMISIÓN SONIDO,IMÁGENES,DATOS U
LOGITRUCKS SERVICE SRL;LOGITRUCKS SERVICE SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
UNIVERSIDAD DE LOS ANDES;UNIVERSIDAD DE LOS ANDES;80302;EDUCACION SUPERIOR UNIVERSITARIA
DIST DE SERVICIOS DE PAMELA CAMACHO SORI;DIST DE SERVICIOS DE PAMELA CAMACHO SORI;51506;VTA X MAYOR EQUIPOS INFO Y MAQ ELECTRÓNI
NULO EMBAJADA REAL DE DINAMARCA;NULO EMBAJADA REAL DE DINAMARCA;75130;REGULACIÓN Y FACILITACIÓN DE LA ACT ECO
MUTUALIDAD PODER JUDICIAL Y MIN. PUBLICO;MUTUALIDAD PODER JUDICIAL Y MIN. PUBLICO;93099;OTROS SERV NCP
ERTHEL S.R.L.;ERTHEL S.R.L.;51506;VTA X MAYOR EQUIPOS INFO Y MAQ ELECTRÓNI
NULO PROYECTO CAMINOS VECINALES;NULO PROYECTO CAMINOS VECINALES;75300;ACT. PLANES DE SEGURIDAD SOCIAL AFILIACI
ELKON DE EDGAR ORTUNO RIOS;ELKON DE EDGAR ORTUNO RIOS;51501;VTA X MAYOR MAQ, EQ, IMPL AGROPECUARIO
ELTEC;ELTEC;52190;VTA X MENOR OTROS PROD.ALMACENES NO ESPE
RADIO FIDES LA PAZ S.R.L.;RADIO FIDES LA PAZ S.R.L.;92200;SERVICIO DE AGENCIAS DE NOTICIAS
CAPITAL PLAZA HOTEL;CAPITAL PLAZA HOTEL;55101;SERV DE ALOJAMIENTO EN HOTELES
ECOINGENIERIA S.A.;ECOINGENIERIA S.A.;3009;OTROS SERV FORESTALES
INTELLIGENT BUSINESS TECHNOLOGY;INTELLIGENT BUSINESS TECHNOLOGY;52362;VTA X MENOR EQUIPOS INFORMÁTICOS
ASOC. DE AYUDA A LA INFANCIA YANAPI;ASOC. DE AYUDA A LA INFANCIA YANAPI;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
M AND T BANK;M AND T BANK;65191;SERV DE LAS ENTIDADES BANCARIAS
ACE PROSIAS;ACE PROSIAS;72900;OTRAS ACT. DE INFORMÁTICA
AGI CONSTRUCCIONES BOLIVIA S.R.L.;AGI CONSTRUCCIONES BOLIVIA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CENTRO DE EST.EN BIOLOGIA TEORICA Y APLI;CENTRO DE EST.EN BIOLOGIA TEORICA Y APLI;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
BEIERSDORF SRL;BEIERSDORF SRL;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
FODUR;FODUR;91990;SERV DE OTRAS ASOCIACIONES NCP
MANUEXPORT S.R.L.;MANUEXPORT S.R.L.;36990;OTRAS INDUSTRIAS MANUFACTURERAS NCP
TECNO TIP TOP CHILE S A SUCURSAL BOLIVIA;TECNO TIP TOP CHILE S A SUCURSAL BOLIVIA;50300;VENTA PARTES Y ACCESORIOS VEHÍCULOS AUTO
YACHAY CHHALAKU;YACHAY CHHALAKU;73101;SERV.INVESTIGACIÓN Y DESARROLLO EN CS NA
BIOTECNO LTDA.;BIOTECNO LTDA.;51505;VTA X MAYOR MAQ, EQ, IMPL MÉDICO PARAMÉD
SERVICIOS EDUCATIVOS INTERNACIONALES S.;SERVICIOS EDUCATIVOS INTERNACIONALES S.A;91120;SERV DE ORGANIZACIONES PROFESIONALES
INGENIERIA DE CONSTRUCCIONES FUENTES LTD;INGENIERIA DE CONSTRUCCIONES FUENTES LIMITADA INCOF LTDA.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PREFABRICADOS Y CONCRETO SRL;PREFABRICADOS Y CONCRETO SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
INMUEBLES BOLIVIANOS S.A.;INMUEBLES BOLIVIANOS S.A.;70202;SERV DE ADMI. INMOBILIARIA DE BIENES INM
MONDELEZ DE ALIMENTOS BOLIVIA S.R.L.;MONDELEZ DE ALIMENTOS BOLIVIA S.R.L.;51228;VTA X MAYOR AZÚCAR, DULCES, CHOCOLATES,
NULO HANMI BANK;NULO HANMI BANK;65990;OTRO TIPO SERV INTERMEDIACIÓN FINANCIERA
QUIMICA ALEMANA;QUIMICA ALEMANA;24290;FABRICN. DE OTROS PROD. QUÍMICOS NCP
ASOCIACION COPROPIETARIOS ED HANSA;ASOCIACION COPROPIETARIOS ED HANSA;71300;ALQ. DE EFECTOS PERSONALES Y ENSERES DOM
INSTITUCION DESARR PARA UN MEDIO AMB SO;INSTITUCION DESARR PARA UN MEDIO AMB SOS;73101;SERV.INVESTIGACIÓN Y DESARROLLO EN CS NA
NULO FUNDESNAP KFW FONDOS DE CONT;NULO FUNDESNAP KFW FONDOS DE CONT;91120;SERV DE ORGANIZACIONES PROFESIONALES
BENSUR SRL;BENSUR SRL;51313;VTA X MAYOR PRENDAS Y ACCESORIOS DE VEST
BIS OVERSEAS BOLIVIA S.R.L.;BIS OVERSEAS BOLIVIA S.R.L.;51227;VTA X MAYOR BEBIDAS, CIGARRILLOS Y  TABA
PROVEEDORA DE EQUIPOS Y MATERIALES DEL;PROVEEDORA DE EQUIPOS Y MATERIALES DEL;51107;VTA X MAYOR INTERMDRS MAQUINARIA, EQUIPO
MUEBLERIA TERCEROS;MUEBLERIA TERCEROS;20220;FABRICN. PARTES Y PIEZAS CARPINTERÍA PAR
HARJES & CIA. LTDA.;HARJES & CIA. LTDA.;74990;OTROS SERV EMPRESARIALES NCP
TROBOL LTDA.;TROBOL LTDA.;74990;OTROS SERV EMPRESARIALES NCP
EMPRESA CONSTRUCTORA F.P.A. DE PEÑARRIET;EMPRESA CONSTRUCTORA F.P.A. DE PEÑARRIETA APARICIO FERNANDO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CENTRAL REGIONAL DE COOPERATIVAS AGROPEC;CENTRAL REGIONAL DE COOPERATIVAS AGROPECUARIAS VALLE DE;70202;SERV DE ADMI. INMOBILIARIA DE BIENES INM
KUSTERS ENGINEERING BV;KUSTERS ENGINEERING BV;67110;SERV DE ADMI. DE MERCADOS FINANCIEROS
SOC.IBERICA DE CONSTRUCCIONES ELECTRICA;SOC.IBERICA DE CONSTRUCCIONES ELECTRICAS;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
BOLIVIAN TRADE AND BUSINESS COMPET.;BOLIVIAN TRADE AND BUSINESS COMPET.;75210;RELACIONES EXTERIORES
EMBAJADA DE COLOMBIA EN BOLIVIA;EMBAJADA DE COLOMBIA EN BOLIVIA;75210;RELACIONES EXTERIORES
BRANGUS LEATHER CORPORATION BLC S.R.L.;BRANGUS LEATHER CORPORATION BLC S.R.L.;19110;CURTIDO DE CUEROS
INTOUCH BOLIVIA S.A.;INTOUCH BOLIVIA S.A.;71230;ALQ. MAQUINARIA Y EQUIPO OFICINA (COMPUS
SAN MARCO LTDA.;SAN MARCO LTDA.;51900;VTA X MAYOR OTROS PROD.
DELTA BROKERS INSURANCE SA;DELTA BROKERS INSURANCE SA;51109;VTA X MAYOR INTERMDRS DE   MERCADERÍAS N
GLOBAL INDUSTRIES S.A.;GLOBAL INDUSTRIES S.A.;25209;FABRICN. PROD. PLÁSTICOS FORMAS BÁSICAS
FUNDACION BUEN PASTOR;FUNDACION BUEN PASTOR;80904;ENSEÑANZA PRESTACIÓN SERV (HOTELERÍA,ETC
AGENCIA DESP.DE ADUANA NUEVA OCCIDENTAL;AGENCIA DESP.DE ADUANA NUEVA OCCIDENTAL;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
SWISSPORT GBH COTECNA BOLIVIA S.A.;SWISSPORT GBH COTECNA BOLIVIA S.A.;63020;SERVICIO DE ALMACENAMIENTO Y DEPOSITO
BANK 1 OSLO A.S.;BANK 1 OSLO A.S.;65191;SERV DE LAS ENTIDADES BANCARIAS
MISION BAUTISTA SURENA;MISION BAUTISTA SURENA;91910;SERV DE ORGANIZACIONES RELIGIOSAS
DOL CAR SRL;DOL CAR SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
PRETORIAN CONSULTING Y INVESTMENT GROUP;PRETORIAN CONSULTING Y INVESTMENT GROUP;74990;OTROS SERV EMPRESARIALES NCP
DALMORE INTERNACIONAL S.A.;DALMORE INTERNACIONAL S.A.;51222;VTA X MAYOR PROD. LÁCTEOS
CONSTRUCTORA INVERIT S.R.L.;CONSTRUCTORA INVERIT S.R.L.;45202;CONSTRUCCIÓN Y REPARACIÓN INFRAESTRUCTUR
CONSULTORA INVERIT S.R.L.;CONSULTORA INVERIT S.R.L.;70203;SERV ASESORAMIENTO EN MATERIA INMOBILIAR
INAVI LTDA.INTEGRACION AVICOLA S.R.L.;INAVI LTDA.INTEGRACION AVICOLA S.R.L.;15112;PROD.Y PROCESAMIENTO DE CARNE DE AVES DE
VIDRIERIA GRAN PODER S.R.L.;VIDRIERIA GRAN PODER S.R.L.;51435;VTA X MAYOR CRISTALES, ESPEJOS Y MAMPARA
EMBAJADA DE LA FEDERACION DE RUSIA;EMBAJADA DE LA FEDERACION DE RUSIA;75210;RELACIONES EXTERIORES
GAS DEL SUR BOLIVIA SRL;GAS DEL SUR BOLIVIA SRL;51412;VTA X MAYOR COMBUSTIBLES EXCEPTO AUTOS:G
STRATEGIES FOR INTERNATIONAL DEVELOPMEN;STRATEGIES FOR INTERNATIONAL DEVELOPMENT;74990;OTROS SERV EMPRESARIALES NCP
COMPANIA COLOMBIANA DE MEDIDORES S.A.;COMPANIA COLOMBIANA DE MEDIDORES S.A.;29290;FABRICN. OTROS TIPOS MAQUINARIA USO ESPE
EMPRESA DE PROYECTO Y CONSTRUCCIONES SA;EMPRESA DE PROYECTO Y CONSTRUCCIONES SA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA CONSTRUCTORA DELGADO;EMPRESA CONSTRUCTORA DELGADO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
MAREA SRL;MAREA SRL;55205;SERV,PREPARACIÓN Y VENTA COMIDAS RÁPIDAS
SEMUNDO S.R.L.;SEMUNDO S.R.L.;1121;CULTIVO DE HORTALIZAS DE RAIZ Y TUBERCUL
IND.LACTEAS LA PAZ ILPAZ S.R.L.;IND.LACTEAS LA PAZ ILPAZ S.R.L.;15201;ELAB. DE LECHES Y PROD. LÁCTEOS
SERVICIOS GIRESA S.R.L.;SERVICIOS GIRESA S.R.L.;74990;OTROS SERV EMPRESARIALES NCP
IMPORTADORA NAL DE MATERIALES ELECTRICO;IMPORTADORA NAL DE MATERIALES ELECTRICOS;52362;VTA X MENOR EQUIPOS INFORMÁTICOS
CONSTRUCCIONES CARAPARI S.R.L.;CONSTRUCCIONES CARAPARI S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CERVECERIA DEL SUR SA;CERVECERIA DEL SUR SA;15541;ELAB. DE BEBIDAS GASEOSAS
COBOL TEX  IMPORT EXPORT TEXTILES;COBOL TEX  IMPORT EXPORT TEXTILES;52321;VTA X MENOR PROD.TEXTILES,EXCEPTO PRENDA
ALIMENTOS ALFA PRODUCTOS NORDLAND LTDA;ALIMENTOS ALFA PRODUCTOS NORDLAND LTDA;15201;ELAB. DE LECHES Y PROD. LÁCTEOS
COOP.DE AHORRO Y CREDITO ABIERTA JESUS N;COOPERATIVA DE AHORRO Y CREDITO ABIERTA JESUS NAZARENO R.L.;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
TRANS EVEREST S.R.L.;TRANS EVEREST S.R.L.;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
AECI OTRAS ADMINI. E INST. OTC;AECI OTRAS ADMINI. E INST. OTC;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
DEBOLIVIA FAST LTDA;DEBOLIVIA FAST LTDA;74990;OTROS SERV EMPRESARIALES NCP
ECOTOP S R L;ECOTOP S R L;73200;INVESTIGACIONES Y DESARROLLO EN CS SOCIA
IDEPRO DESARROLLO EMPRESARIAL INSTITUCIO;IDEPRO DESARROLLO EMPRESARIAL INSTITUCION FINANCIERA DE DESARROLLO;65920;OTROS SERV DE CRÉDITO
TRANSPORTES AEREOS DEL MERCOSUR SA SUC B;TRANSPORTES AEREOS DEL MERCOSUR SA SUC B;62101;SERV. TRANSPORTE AÉREO REGULAR DE PASAJE
